00083,1375746171.668316,1375751741.569054,2013-217T23:42:51.668,2013-218T01:15:41.569,-94.718460
00084,1375751741.569054,1375757311.430201,2013-218T01:15:41.569,2013-218T02:48:31.430,-118.310920
00085,1375757311.430201,1375762881.257766,2013-218T02:48:31.430,2013-218T04:21:21.257,-141.901700
00086,1375762881.257766,1375768451.060781,2013-218T04:21:21.257,2013-218T05:54:11.060,-165.491393
00087,1375768451.060781,1375774020.897823,2013-218T05:54:11.060,2013-218T07:27:00.897,170.919701
00088,1375774020.897823,1375779590.766495,2013-218T07:27:00.897,2013-218T08:59:50.766,147.329975
00089,1375779590.766495,1375785160.568932,2013-218T08:59:50.766,2013-218T10:32:40.568,123.739426
00090,1375785160.568932,1375790730.389724,2013-218T10:32:40.568,2013-218T12:05:30.389,100.149818
00091,1375790730.389724,1375796300.292459,2013-218T12:05:30.389,2013-218T13:38:20.292,76.559501
00092,1375796300.292459,1375801870.177382,2013-218T13:38:20.292,2013-218T15:11:10.177,52.968114
00093,1375801870.177382,1375807440.038496,2013-218T15:11:10.177,2013-218T16:44:00.038,29.377268
00094,1375807440.038496,1375813009.860146,2013-218T16:44:00.038,2013-218T18:16:49.860,5.786966
00095,1375813009.860146,1375818579.640842,2013-218T18:16:49.860,2013-218T19:49:39.640,-17.802946
00096,1375818579.640842,1375824149.407545,2013-218T19:49:39.640,2013-218T21:22:29.407,-41.392866
00097,1375824149.407545,1375829719.215599,2013-218T21:22:29.407,2013-218T22:55:19.215,-64.984478
00098,1375829719.215599,1375835289.087391,2013-218T22:55:19.215,2013-219T00:28:09.087,-88.577128
00099,1375835289.087391,1375840858.928303,2013-219T00:28:09.087,2013-219T02:00:58.928,-112.169911
00100,1375840858.928303,1375846428.737183,2013-219T02:00:58.928,2013-219T03:33:48.737,-135.760722
00101,1375846428.737183,1375851998.505253,2013-219T03:33:48.737,2013-219T05:06:38.505,-159.350620
00102,1375851998.505253,1375857568.300806,2013-219T05:06:38.505,2013-219T06:39:28.300,177.060515
00103,1375857568.300806,1375863138.134490,2013-219T06:39:28.300,2013-219T08:12:18.134,153.471289
00104,1375863138.134490,1375868707.926924,2013-219T08:12:18.134,2013-219T09:45:07.926,129.880958
00105,1375868707.926924,1375874277.685653,2013-219T09:45:07.926,2013-219T11:17:57.685,106.291121
00106,1375874277.685653,1375879847.552712,2013-219T11:17:57.685,2013-219T12:50:47.552,82.701470
00107,1375879847.552712,1375885417.416976,2013-219T12:50:47.552,2013-219T14:23:37.416,59.110217
00108,1375885417.416976,1375890987.247092,2013-219T14:23:37.416,2013-219T15:56:27.247,35.519338
00109,1375890987.247092,1375896557.062362,2013-219T15:56:27.247,2013-219T17:29:17.062,11.929090
00110,1375896557.062362,1375902126.813573,2013-219T17:29:17.062,2013-219T19:02:06.813,-11.660813
00111,1375902126.813573,1375907696.547964,2013-219T19:02:06.813,2013-219T20:34:56.547,-35.250480
00112,1375907696.547964,1375913266.308694,2013-219T20:34:56.547,2013-219T22:07:46.308,-58.841402
00113,1375913266.308694,1375918836.147060,2013-219T22:07:46.308,2013-219T23:40:36.147,-82.433580
00114,1375918836.147060,1375924405.965778,2013-219T23:40:36.147,2013-220T01:13:25.965,-106.026708
00115,1375924405.965778,1375929975.757302,2013-220T01:13:25.965,2013-220T02:46:15.757,-129.617777
00116,1375929975.757302,1375935545.504539,2013-220T02:46:15.757,2013-220T04:19:05.504,-153.207943
00117,1375935545.504539,1375941115.260106,2013-220T04:19:05.504,2013-220T05:51:55.260,-176.796912
00118,1375941115.260106,1375946685.057517,2013-220T05:51:55.260,2013-220T07:24:45.057,159.614271
00119,1375946685.057517,1375952254.845554,2013-220T07:24:45.057,2013-220T08:57:34.845,136.024253
00120,1375952254.845554,1375957824.559005,2013-220T08:57:34.845,2013-220T10:30:24.559,112.434110
00121,1375957824.559005,1375963394.374295,2013-220T10:30:24.559,2013-220T12:03:14.374,88.844958
00122,1375963394.374295,1375968964.209399,2013-220T12:03:14.374,2013-220T13:36:04.209,65.254029
00123,1375968964.209399,1375974534.010719,2013-220T13:36:04.209,2013-220T15:08:54.010,41.663111
00124,1375974534.010719,1375980103.803999,2013-220T15:08:54.010,2013-220T16:41:43.803,18.072984
00125,1375980103.803999,1375985673.531817,2013-220T16:41:43.803,2013-220T18:14:33.531,-5.516909
00126,1375985673.531817,1375991243.226781,2013-220T18:14:33.531,2013-220T19:47:23.226,-29.106336
00127,1375991243.226781,1375996812.940227,2013-220T19:47:23.226,2013-220T21:20:12.940,-52.696545
00128,1375996812.940227,1376002382.719607,2013-220T21:20:12.940,2013-220T22:53:02.719,-76.288389
00129,1376002382.719607,1376007952.510214,2013-220T22:53:02.719,2013-221T00:25:52.510,-99.881429
00130,1376007952.510214,1376013522.264692,2013-221T00:25:52.510,2013-221T01:58:42.264,-123.472994
00131,1376013522.264692,1376019091.984475,2013-221T01:58:42.264,2013-221T03:31:31.984,-147.063243
00132,1376019091.984475,1376024661.690841,2013-221T03:31:31.984,2013-221T05:04:21.690,-170.652297
00133,1376024661.690841,1376030231.436214,2013-221T05:04:21.690,2013-221T06:37:11.436,165.759184
00134,1376030231.436214,1376035801.197018,2013-221T06:37:11.436,2013-221T08:10:01.197,142.169659
00135,1376035801.197018,1376041370.869308,2013-221T08:10:01.197,2013-221T09:42:50.869,118.579439
00136,1376041370.869308,1376046940.602536,2013-221T09:42:50.869,2013-221T11:15:40.602,94.990619
00137,1376046940.602536,1376052510.378928,2013-221T11:15:40.602,2013-221T12:48:30.378,71.400265
00138,1376052510.378928,1376058080.128653,2013-221T12:48:30.378,2013-221T14:21:20.128,47.809505
00139,1376058080.128653,1376063649.860570,2013-221T14:21:20.128,2013-221T15:54:09.860,24.219428
00140,1376063649.860570,1376069219.534950,2013-221T15:54:09.860,2013-221T17:26:59.534,0.629739
00141,1376069219.534950,1376074789.173599,2013-221T17:26:59.534,2013-221T18:59:49.173,-22.959482
00142,1376074789.173599,1376080358.811264,2013-221T18:59:49.173,2013-221T20:32:38.811,-46.549015
00143,1376080358.811264,1376085928.503813,2013-221T20:32:38.811,2013-221T22:05:28.503,-70.140374
00144,1376085928.503813,1376091498.239531,2013-221T22:05:28.503,2013-221T23:38:18.239,-93.732916
00145,1376091498.239531,1376097067.935091,2013-221T23:38:18.239,2013-222T01:11:07.935,-117.324718
00146,1376097067.935091,1376102637.598034,2013-222T01:11:07.935,2013-222T02:43:57.598,-140.914826
00147,1376102637.598034,1376108207.232536,2013-222T02:43:57.598,2013-222T04:16:47.232,-164.503872
00148,1376108207.232536,1376113776.899760,2013-222T04:16:47.232,2013-222T05:49:36.899,171.907924
00149,1376113776.899760,1376119346.601055,2013-222T05:49:36.899,2013-222T07:22:26.601,148.318993
00150,1376119346.601055,1376124916.239861,2013-222T07:22:26.601,2013-222T08:55:16.239,124.729145
00151,1376124916.239861,1376130485.887428,2013-222T08:55:16.239,2013-222T10:28:05.887,101.140184
00152,1376130485.887428,1376136055.622099,2013-222T10:28:05.887,2013-222T12:00:55.622,77.550686
00153,1376136055.622099,1376141625.338602,2013-222T12:00:55.622,2013-222T13:33:45.338,53.959994
00154,1376141625.338602,1376147195.032097,2013-222T13:33:45.338,2013-222T15:06:35.032,30.369843
00155,1376147195.032097,1376152764.689041,2013-222T15:06:35.032,2013-222T16:39:24.689,6.780273
00156,1376152764.689041,1376158334.299075,2013-222T16:39:24.689,2013-222T18:12:14.299,-16.808955
00157,1376158334.299075,1376163903.900183,2013-222T18:12:14.299,2013-222T19:45:03.900,-40.398137
00158,1376163903.900183,1376169473.534995,2013-222T19:45:03.900,2013-222T21:17:53.534,-63.988960
00159,1376169473.534995,1376175043.238211,2013-222T21:17:53.534,2013-222T22:50:43.238,-87.580827
00160,1376175043.238211,1376180612.911102,2013-222T22:50:43.238,2013-223T00:23:32.911,-111.172974
00161,1376180612.911102,1376186182.552809,2013-223T00:23:32.911,2013-223T01:56:22.552,-134.763104
00162,1376186182.552809,1376191752.153158,2013-223T01:56:22.552,2013-223T03:29:12.153,-158.352340
00163,1376191752.153158,1376197321.775795,2013-223T03:29:12.153,2013-223T05:02:01.775,178.059492
00164,1376197321.775795,1376202891.439664,2013-223T05:02:01.775,2013-223T06:34:51.439,154.471055
00165,1376202891.439664,1376208461.066007,2013-223T06:34:51.439,2013-223T08:07:41.066,130.881471
00166,1376208461.066007,1376214030.650363,2013-223T08:07:41.066,2013-223T09:40:30.650,107.292311
00167,1376214030.650363,1376219600.343850,2013-223T09:40:30.650,2013-223T11:13:20.343,83.703497
